1,842,455
2,3251,66
3,20,979
4,3243,906
5,3418,912
6,2578,936
7,2592,135
8,2448,409
9,3326,886
10,4606,829
11,1645,89
12,2529,118
13,35,174
14,186,34
15,143,239
16,650,667
17,5039,999
18,260,53
19,1030,387
20,2011,490
21,2878,183
22,4193,155
23,45,616
24,4810,96
25,1106,35
26,2594,694
27,187,731
28,1632,343
29,1310,781
30,2183,440
31,4536,734
32,1653,644
33,35,150
34,2531,903
35,2607,55
36,3445,432
37,2569,782
38,4744,127
39,3345,64
40,824,618
41,4909,750
42,2361,126
43,13,272
44,311,892
45,1024,323
46,350,181
47,1829,281
48,1076,289
49,811,538
50,3599,281
51,4242,331
52,4357,352
53,154,382
54,2674,16
55,4965,777
56,4247,738
57,3580,300
58,967,194
59,1340,94
60,283,400
61,3372,773
62,3292,277
63,16,155
64,3413,448
65,3623,374
66,2636,868
67,2043,601
68,2804,599
69,2905,139
70,296,562
71,3904,815
72,1333,435
73,81,880
74,1752,651
75,3545,454
76,758,369
77,4527,792
78,2479,337
79,670,68
80,1957,466
81,1047,578
82,3618,628
83,59,602
84,418,326
85,317,95
86,3023,540
87,2021,418
88,1554,832
89,259,751
90,4647,566
91,780,691
92,4360,751
93,141,262
94,759,99
95,3698,211
96,3354,473
97,327,735
98,1164,895
99,4782,655
100,1011,276
101,3996,308
102,1795,567
103,9,973
104,4504,28
105,3251,258
106,737,757
107,4370,599
108,3698,318
109,3912,361
110,3028,483
111,3528,779
112,4268,667
113,152,521
114,545,11
115,3226,648
116,2708,751
117,1045,419
118,3198,77
119,4484,261
120,520,826
121,1610,114
122,4397,124
123,165,741
124,4078,869
125,1617,793
126,3372,587
127,948,63
128,1507,33
129,612,805
130,4621,615
131,1690,296
132,29,447
133,165,819
134,585,806
135,1182,718
136,1345,596
137,396,257
138,79,131
139,3509,424
140,2769,935
141,2680,110
142,4851,311
143,8,833
144,174,864
145,110,493
146,4642,116
147,565,386
148,1601,3
149,2034,904
150,5029,670
151,4823,154
152,4115,44
153,41,116
154,1718,933
155,517,347
156,3735,45
157,2865,81
158,1009,37
159,61,3
160,4746,572
161,264,870
162,4614,580
163,164,775
164,777,434
165,2951,27
166,2098,750
167,255,586
168,1880,380
169,4968,314
170,2093,430
171,4207,250
172,3801,697
173,130,497
174,422,888
175,887,463
176,4428,272
177,1723,685
178,20,924
179,1252,317
180,4373,531
181,3187,89
182,373,283
183,17,689
184,966,812
185,3260,885
186,784,216
187,4849,39
188,594,602
189,964,824
190,4703,312
191,4321,61
192,4313,171
193,157,397
194,4766,377
195,4621,797
196,3221,859
197,3025,49
198,100,890
199,2630,537
200,1197,171
201,3793,765
202,3408,339
203,16,937
204,4676,383
205,3775,444
206,2135,707
207,25,16
208,4934,633
209,3616,392
210,1766,107
211,1186,396
212,2006,14
213,136,253
214,1679,326
215,2409,674
216,5035,79
217,3107,877
218,501,479
219,1295,636
220,3373,443
221,3447,504
222,544,466
223,70,240
224,490,166
225,896,793
226,3441,643
227,3964,498
228,1454,60
229,3780,653
230,3768,551
231,4864,24
232,246,823
233,16,366
234,505,646
235,3194,542
236,2347,662
237,4161,40
238,3606,246
239,2427,936
240,865,55
241,2443,448
242,470,318
243,156,679
244,1685,676
245,1459,221
246,2082,533
247,3133,452
248,112,73
249,1529,464
250,1804,866
251,2642,225
252,801,942
253,12,91
254,3379,339
255,4481,419
256,1354,254
257,1366,253
258,1509,582
259,3549,870
260,513,791
261,2435,17
262,2447,317
263,16,907
264,718,296
265,3899,116
266,1506,648
267,561,487
268,3392,738
269,1915,794
270,4819,593
271,4689,694
272,4551,73
273,69,788
274,3369,3
275,2424,300
276,2523,623
277,3875,679
278,1447,284
279,1014,345
280,935,860
281,4479,606
282,980,896
283,169,136
284,3640,761
285,2604,90
286,1215,234
287,1625,680
288,4547,367
289,4212,502
290,1818,405
291,2829,331
292,4774,285
293,28,724
294,147,205
295,2063,866
296,3522,453
297,927,50
298,512,511
299,4495,634
300,1260,290
301,3546,941
302,4535,724
303,16,988
304,3147,360
305,5015,55
306,563,474
307,995,75
308,3706,934
309,3275,738
310,2149,99
311,561,181
312,4071,775
313,45,909
314,140,195
315,298,204
316,690,773
317,1246,517
318,1111,294
319,269,317
320,1574,885
321,1370,242
322,1802,336
323,117,550
324,2210,146
325,3332,841
326,4413,53
327,2156,433
328,634,117
329,256,616
330,3916,550
331,3097,524
332,4831,600
333,103,735
334,2907,157
335,1410,359
336,1745,157
337,277,312
338,2628,839
339,2034,731
340,2719,284
341,906,926
342,2245,343
343,19,416
344,2854,347
345,1024,324
346,3995,135
347,3659,489
348,2501,852
349,3527,670
350,4410,499
351,4475,336
352,5015,183
353,32,925
354,1145,206
355,3055,516
356,645,375
357,4547,134
358,3873,616
359,2923,219
360,3126,293
361,1464,277
362,3191,39
363,167,72
364,3439,102
365,2397,444
366,4370,886
367,3024,156
368,2349,918
369,998,680
370,1146,760
371,149,713
372,1699,519
373,42,707
374,278,748
375,4396,871
376,1341,599
377,826,223
378,692,3
379,3816,319
